PRIMARY_KEY,REP_DATE,REP_TIME,SEX,AGE_AT_OFFENSE,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,SEARCH_BASED_ON_DESC,SEARCH_DISC_DESC,RACE_KNOWN,X_COORDINATE,Y_COORDINATE,SECTOR,LOCAL_FIELD1
20163271591,11/22/2016 12:00:00 AM,2202,M,20,HISPANIC OR LATINO,MONTOPOLIS DR / PORTER ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128276,10057617,HENR,3
20163290159,11/24/2016 12:00:00 AM,216,M,34,HISPANIC OR LATINO,800 BLOCK S LAMAR BLVD,NO = 2,,,,,3108788,10066832,DAVID,5
20163271450,11/22/2016 12:00:00 AM,2027,M,34,BLACK,DESSAU RD / E RUNDBERG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134686,10101321,EDWARD,1
20163290690,11/24/2016 12:00:00 AM,1347,M,27,HISPANIC OR LATINO,6100 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126369,10055884,HENR,3
20163300170,11/25/2016 12:00:00 AM,245,M,55,WHITE,4323 S IH 35 SVRD NB,YES = 1,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111631,10050167,FRANK,2
20163280359,11/23/2016 12:00:00 AM,805,M,37,WHITE,S IH 35 SVRD NB / E SLAUGHTER LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3101841,10033710,FRANK,5
20163291299,11/24/2016 12:00:00 AM,2235,M,18,BLACK,800 E RUNDBERG LN,YES = 1,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3131038,10103850,EDWARD,4
20163221894,11/17/2016 12:00:00 AM,2310,F,30,WHITE,S LAMAR BLVD / GOODRICH AVE,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3104567,10063011,DAVID,5
20163230446,11/18/2016 12:00:00 AM,732,M,23,WHITE,5400 S MOPAC EXPY NB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3088094,10056912,DAVID,8
20163230075,11/18/2016 12:00:00 AM,41,M,19,BLACK,3200 BLOCK E MARTIN LUTHER KING JR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126797,10076409,CHARLIE,1
20163301748,11/25/2016 12:00:00 AM,2356,F,21,WHITE,9000 RESEARCH BLVD NB,YES = 1,,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119406,10108678,ADAM PD,7
20163310272,11/26/2016 12:00:00 AM,722,M,32,BLACK,7800 BLOCK E BEN WHITE BLVD SVRD WB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131535,10053571,HENR,3
20163301608,11/25/2016 12:00:00 AM,2248,M,30,BLACK,8400 RESEARCH BLVD SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3122078,10103551,EDWARD,4
20163310641,11/26/2016 12:00:00 AM,1137,M,36,WHITE,E 10TH ST / SAN JACINTO BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115488,10071889,GEORGE,9
20163310193,11/26/2016 12:00:00 AM,226,F,24,WHITE,RALPH ABLANEDO DR / S 1ST ST,NO = 2,,,,,3097384,10036181,FRANK,2
20163311635,11/27/2016 12:00:00 AM,42,F,34,BLACK,6200 E US 290 HWY SVRD WB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126542,10090903,IDA,4
20163320055,11/27/2016 12:00:00 AM,27,F,22,WHITE,6300 W US 290 HWY EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3077820,10058037,DAVID,8
20163330071,11/28/2016 12:00:00 AM,115,M,26,WHITE,100 BLOCK S 1ST ST,NO = 2,,,,,3112559,10068401,DAVID,9
20163291212,11/24/2016 12:00:00 AM,2100,M,45,WHITE,1400 S LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107861,10065260,DAVID,5
20163310063,11/26/2016 12:00:00 AM,34,M,29,UNKNOWN,1200 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109730,10072438,BAKER,9
20163290086,11/24/2016 12:00:00 AM,108,M,28,BLACK,1500 BLOCK S CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112169,10063736,DAVID,9
20163290020,11/24/2016 12:00:00 AM,355,F,26,HISPANIC OR LATINO,E WILLIAM CANNON DR / CIRCLE S RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3103960,10043104,FRANK,2
20163310055,11/26/2016 12:00:00 AM,32,M,28,BLACK,100 BLOCK S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112559,10068401,GEORGE,9
20163291267,11/25/2016 12:00:00 AM,127,M,37,HISPANIC OR LATINO,10205 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129642,10108927,EDWARD,4
20163290194,11/24/2016 12:00:00 AM,255,M,34,WHITE,5400 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114050,10038613,FRANK,2
20163271610,11/22/2016 12:00:00 AM,2221,M,50,BLACK,7600 N LAMAR BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122507,10098703,IDA,4
20163300181,11/25/2016 12:00:00 AM,225,M,26,WHITE,600 AUGUSTA AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107170,10073616,BAKER,9
20163320058,11/27/2016 12:00:00 AM,28,M,28,WHITE,1600 BLOCK W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107737,10073230,BAKER,9
20163300148,11/25/2016 12:00:00 AM,157,M,31,HISPANIC OR LATINO,8700 RESEARCH BLVD SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121421,10105957,IDA,4
20163330064,11/28/2016 12:00:00 AM,244,M,28,BLACK,WEBBERVILLE RD / DELORES AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131805,10074397,CHARLIE,1
20163321282,11/27/2016 12:00:00 AM,1953,M,25,BLACK,900 S CONGRESS AVE,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3112751,10065592,DAVID,9
20163270704,11/22/2016 12:00:00 AM,1400,M,49,WHITE,4300 MANCHACA RD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3100345,10056945,DAVID,5
20163300019,11/25/2016 12:00:00 AM,17,M,26,HISPANIC OR LATINO,9800 N LAMAR BLVD,NO = 2,,,,,3128613,10107417,EDWARD,4
20163300019,11/25/2016 12:00:00 AM,17,M,26,HISPANIC OR LATINO,9800 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128613,10107417,EDWARD,4
20163311470,11/26/2016 12:00:00 AM,2224,M,37,HISPANIC OR LATINO,E 14TH ST / OLANDER ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118160,10073101,GEORGE,1
20163300072,11/25/2016 12:00:00 AM,146,M,21,HISPANIC OR LATINO,2308 LAKE AUSTIN BLVD,YES = 1,,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3104985,10074195,BAKER,10
20163281714,11/23/2016 12:00:00 AM,2348,M,25,HISPANIC OR LATINO,800 BLOCK FAIRFIELD DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3125954,10103112,EDWARD,4
20163281668,11/24/2016 12:00:00 AM,2,M,30,BLACK,FAIRFIELD DR / N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126221,10102839,EDWARD,4
20163281668,11/24/2016 12:00:00 AM,2,F,25,BLACK,FAIRFIELD DR / N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126221,10102839,EDWARD,4
20163300989,11/25/2016 12:00:00 AM,1608,M,29,HISPANIC OR LATINO,MOUNTAIN QUAIL RD / RUTLAND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123965,10108487,EDWARD,4
20163290185,11/24/2016 12:00:00 AM,240,M,24,WHITE,2300 N MOPAC EXPY NB,NO = 2,,,,,3108658,10079235,BAKER,10
20163290162,11/24/2016 12:00:00 AM,219,F,28,HISPANIC OR LATINO,WINDSOR RD / N MOPAC NB TO WINDSOR RAMP,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109058,10079212,BAKER,9
20163321298,11/27/2016 12:00:00 AM,2106,M,25,HISPANIC OR LATINO,617 W 5TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112101,10071005,GEORGE,9
20163281745,11/23/2016 12:00:00 AM,2326,F,29,WHITE,6000 N MOPAC EXPY NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110492,10097475,BAKER,10
20163281700,11/23/2016 12:00:00 AM,2257,F,31,WHITE,E WILLIAM CANNON DR / S PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113767,10038584,FRANK,2
20163321508,11/28/2016 12:00:00 AM,139,M,32,HISPANIC OR LATINO,WHITE OAK DR / GEORGIAN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126268,10100232,EDWARD,4
20163251723,11/20/2016 12:00:00 AM,2335,M,33,HISPANIC OR LATINO,NORTHGATE BLVD / W RUNDBERG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122010,10108736,EDWARD,4
20163260016,11/21/2016 12:00:00 AM,15,M,46,HISPANIC OR LATINO,9500 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128023,10106165,EDWARD,4
20163280007,11/23/2016 12:00:00 AM,37,M,53,WHITE,1800 N LAMAR BLVD,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111482,10076036,BAKER,9
20163300887,11/25/2016 12:00:00 AM,1622,M,28,BLACK,4300 N IH 35 NB,YES = 1,CALL FOR SERVICE,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122592,10082984,CHARLIE,9
20163291319,11/24/2016 12:00:00 AM,2353,M,52,HISPANIC OR LATINO,1054 SPRINGDALE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129983,10072500,CHARLIE,1
20163301541,11/25/2016 12:00:00 AM,2259,M,28,WHITE,12500 HYMEADOW DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3096551,10139144,ADAM PD,6
20163291341,11/24/2016 12:00:00 AM,2217,M,33,BLACK,3800 AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125308,10078120,CHARLIE,9
20163291341,11/24/2016 12:00:00 AM,2217,M,30,BLACK,3800 AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125308,10078120,CHARLIE,9
20163301750,11/26/2016 12:00:00 AM,31,F,20,HISPANIC OR LATINO,5400 VINE HILL DR,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112947,10036577,FRANK,2
20163301750,11/26/2016 12:00:00 AM,31,F,20,HISPANIC OR LATINO,5400 VINE HILL DR,YES = 1,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112947,10036577,FRANK,2
20163311417,11/26/2016 12:00:00 AM,2241,M,55,HISPANIC OR LATINO,E RIVERSIDE DR / SHORE DISTRICT DR,YES = 1,MOTOR VEHICLE DRIVER,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118783,10061822,HENR,3
20163320056,11/27/2016 12:00:00 AM,27,F,28,BLACK,1600 E 3RD ST,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119493,10068131,GEORGE,3
20163320056,11/27/2016 12:00:00 AM,27,F,25,BLACK,1600 E 3RD ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119493,10068131,GEORGE,3
20163320048,11/27/2016 12:00:00 AM,109,M,23,WHITE,13400 N US 183 HWY SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3098245,10135314,ADAM PD,6
20163281683,11/23/2016 12:00:00 AM,2243,F,23,HISPANIC OR LATINO,E STASSNEY LN / NUCKOLS CROSSING RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116184,10043565,FRANK,2
20163310048,11/26/2016 12:00:00 AM,417,M,48,WHITE,W BRAKER LN / N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131136,10112573,EDWARD,4
20163310048,11/26/2016 12:00:00 AM,417,F,44,WHITE,W BRAKER LN / N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131136,10112573,EDWARD,4
20163321487,11/27/2016 12:00:00 AM,2201,M,34,HISPANIC OR LATINO,WICKERSHAM LN / E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121685,10057944,HENR,3
20163280066,11/23/2016 12:00:00 AM,239,M,19,WHITE,E 45TH ST / RED RIVER ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121316,10084300,BAKER,9
20163330662,11/28/2016 12:00:00 AM,1311,M,29,HISPANIC OR LATINO,E WILLIAM CANNON DR / S IH 35 SVRD SB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3106095,10042404,FRANK,2
20163301344,11/25/2016 12:00:00 AM,2004,M,32,BLACK,5900 MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133700,10085352,IDA,1
20163301058,11/25/2016 12:00:00 AM,1727,M,24,BLACK,5400 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118092,10090506,IDA,7
20163321128,11/27/2016 12:00:00 AM,1755,M,26,BLACK,12100 TECH RIDGE BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3135312,10119002,EDWARD,7
20163350213,11/30/2016 12:00:00 AM,434,F,27,WHITE,814 E RUNDBERG LN,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3131269,10103817,EDWARD,4
20163281462,11/23/2016 12:00:00 AM,2015,M,18,HISPANIC OR LATINO,5000 S PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114690,10045435,FRANK,2
20163261644,11/21/2016 12:00:00 AM,2208,M,40,WHITE,9400 MANCHACA RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3090243,10037653,FRANK,5
20163330994,11/28/2016 12:00:00 AM,1434,F,47,BLACK,1400 BLOCK E M FRANKLIN AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129231,10075475,CHARLIE,1
20163310029,11/26/2016 12:00:00 AM,19,M,19,HISPANIC OR LATINO,6118 FAIRWAY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127179,10056845,HENR,3
20163311381,11/26/2016 12:00:00 AM,2027,M,31,HISPANIC OR LATINO,E 51ST ST / BERKMAN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127867,10084110,IDA,9
20163311381,11/26/2016 12:00:00 AM,2027,F,30,HISPANIC OR LATINO,E 51ST ST / BERKMAN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127867,10084110,IDA,9
20163311391,11/26/2016 12:00:00 AM,2140,M,26,BLACK,N PLEASANT VALLEY RD / LYONS RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125275,10069546,CHARLIE,3
20163280149,11/23/2016 12:00:00 AM,215,F,42,BLACK,1802 DELONEY ST,NO = 2,,,,,3129562,10076611,CHARLIE,1
20163280149,11/23/2016 12:00:00 AM,215,F,19,BLACK,1802 DELONEY ST,YES = 1,OTHER,INCIDENTAL TO ARREST,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3129562,10076611,CHARLIE,1
20163301340,11/25/2016 12:00:00 AM,2002,M,25,BLACK,700 BLOCK NECHES ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115885,10070835,GEORGE,9
20163301736,11/26/2016 12:00:00 AM,35,M,24,WHITE,800 BLOCK SPRINGDALE RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127942,10067759,CHARLIE,3
20163301628,11/25/2016 12:00:00 AM,2239,M,28,BLACK,SARA DR / DENFIELD ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130906,10072365,CHARLIE,3
20163331184,11/28/2016 12:00:00 AM,1732,M,21,HISPANIC OR LATINO,4600 BLOCK PECAN BROOK DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3140325,10089395,CHARLIE,1
20163330133,11/28/2016 12:00:00 AM,219,F,24,HISPANIC OR LATINO,600 BLOCK TRINITY ST,YES = 1,OTHER,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115448,10070595,GEORGE,9
20163330133,11/28/2016 12:00:00 AM,219,M,26,BLACK,600 BLOCK TRINITY ST,NO = 2,,,,,3115448,10070595,GEORGE,9
20163331894,11/29/2016 12:00:00 AM,453,F,42,BLACK,CAMERON RD / E US 290 HWY SVRD EB,YES = 1,OTHER,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128674,10090268,IDA,1
20163261137,11/21/2016 12:00:00 AM,1720,F,27,WHITE,12100 BLOCK N IH 35 NB,NO = 2,,,,,3135485,10115117,EDWARD,7
20163270098,11/22/2016 12:00:00 AM,318,M,30,BLACK,S 1ST ST / W OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109222,10061193,DAVID,9
20163301578,11/25/2016 12:00:00 AM,2312,M,20,HISPANIC OR LATINO,8000 RESEARCH BLVD SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122907,10101042,IDA,4
20163330075,11/28/2016 12:00:00 AM,414,M,35,BLACK,833 W 6TH ST,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111453,10071617,GEORGE,9
20163330152,11/28/2016 12:00:00 AM,352,M,28,HISPANIC OR LATINO,3400 S LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3100622,10060453,DAVID,5
20163340042,11/29/2016 12:00:00 AM,41,M,27,HISPANIC OR LATINO,W BRAKER LN / STONELAKE BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114312,10118370,ADAM PD,7
